input,output,label,source,__text__
我想知道储蓄卡有哪些额度?,"个人年度购汇额度受监管政策限制，请在""XX银行App-购汇管理""页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。",synthetic,synthetic,"我想知道储蓄卡有哪些额度? || 个人年度购汇额度受监管政策限制，请在""XX银行App-购汇管理""页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。"
我想知道如何使用银行自助服务?,您可以在 'XX银行App' 中找到相关功能，包括账户查询、转账、付款等。如需帮助，请联系客服热线或前往网点咨询。,synthetic,synthetic,我想知道如何使用银行自助服务? || 您可以在 'XX银行App' 中找到相关功能，包括账户查询、转账、付款等。如需帮助，请联系客服热线或前往网点咨询。
我想知道如何在线开通网银服务?,请先注册个人银行卡账户，然后在'我的-账户管理-网银服务'页面提交申请；如线上不通过，请携带身份证原件至网点办理。,synthetic,synthetic,我想知道如何在线开通网银服务? || 请先注册个人银行卡账户，然后在'我的-账户管理-网银服务'页面提交申请；如线上不通过，请携带身份证原件至网点办理。
我想知道如何联系人工客服?,请在 App 底部‘客服中心’输入‘人工客服’或拨打 955xx，工作时间 9:00-18:00 接入更快；如遇挂失/盗刷等紧急事项，请直接致电热线选择对应按键。,synthetic,synthetic,我想知道如何联系人工客服? || 请在 App 底部‘客服中心’输入‘人工客服’或拨打 955xx，工作时间 9:00-18:00 接入更快；如遇挂失/盗刷等紧急事项，请直接致电热线选择对应按键。
我想知道如何解决转账失败的问题？,部分异常会触发风控复核或退汇，请在‘转账记录’查看状态；如 24 小时内未入账或退回，请联系人工协查。,synthetic,synthetic,我想知道如何解决转账失败的问题？ || 部分异常会触发风控复核或退汇，请在‘转账记录’查看状态；如 24 小时内未入账或退回，请联系人工协查。
我想知道如何转账到我的银行卡中?,您可以在我们的app中选择‘转账’功能，并输入对方的银行账号、金额以及其他必要信息，进行确认后即可完成转账。,synthetic,synthetic,我想知道如何转账到我的银行卡中? || 您可以在我们的app中选择‘转账’功能，并输入对方的银行账号、金额以及其他必要信息，进行确认后即可完成转账。
我想知道如何转账到朋友的银行卡，但App提示人脸识别失败，怎么解决？,请在光线充足环境下正对摄像头，清除摄像头污渍并关闭强美颜/滤镜后重试；仍失败可在 '我的-安全中心-人工核验' 提交资料，或携带身份证至网点协助处理。,synthetic,synthetic,我想知道如何转账到朋友的银行卡，但App提示人脸识别失败，怎么解决？ || 请在光线充足环境下正对摄像头，清除摄像头污渍并关闭强美颜/滤镜后重试；仍失败可在 '我的-安全中心-人工核验' 提交资料，或携带身份证至网点协助处理。
我想知道如何通过手机银行app查看我的存款账户?,您可以在‘XX银行App-存款’页面中查看您的存款账户，输入您的账号和密码后即可登录。,synthetic,synthetic,我想知道如何通过手机银行app查看我的存款账户? || 您可以在‘XX银行App-存款’页面中查看您的存款账户，输入您的账号和密码后即可登录。
我想知道存款利率有哪些?,存款利率可能随时点政策与产品而变动，请以网点公告或 App“存款-产品详情-利率说明”为准。若需大额存单或专项产品，请咨询人工了解当前政策。,synthetic,synthetic,我想知道存款利率有哪些? || 存款利率可能随时点政策与产品而变动，请以网点公告或 App“存款-产品详情-利率说明”为准。若需大额存单或专项产品，请咨询人工了解当前政策。
我想知道我的信用卡的余额是多少?,您可以在 'XX银行App-账户管理' 页面查看您的当前余额，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的信用卡的余额是多少? || 您可以在 'XX银行App-账户管理' 页面查看您的当前余额，或者通过电话热线 955xx 咨询工作人员
我想知道我的信用卡积分余额?,您可以在 'XX银行App-账户管理' 页面查看当前积分余额，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的信用卡积分余额? || 您可以在 'XX银行App-账户管理' 页面查看当前积分余额，或者通过电话热线 955xx 咨询工作人员
我想知道我的信用卡积分能兑换成什么?,您可以在 'XX银行App-产品详情-积分兑换' 页面查看相关信息，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的信用卡积分能兑换成什么? || 您可以在 'XX银行App-产品详情-积分兑换' 页面查看相关信息，或拨打955xx热线咨询。
我想知道我的信用卡账户余额？,您可以在 XX银行App-账户管理 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的信用卡账户余额？ || 您可以在 XX银行App-账户管理 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员
我想知道我的信用卡还剩余多少额度?,您可以在'信用卡-额度管理'页面查看当前额度与可用额度；如需临时额度，请按页面指引申请并留意到期恢复。,synthetic,synthetic,我想知道我的信用卡还剩余多少额度? || 您可以在'信用卡-额度管理'页面查看当前额度与可用额度；如需临时额度，请按页面指引申请并留意到期恢复。
我想知道我的信用卡额度剩余多少？,您可在‘信用卡-额度管理’页面查看当前额度与用途要求；如有疑问，请联系人工咨询。,synthetic,synthetic,我想知道我的信用卡额度剩余多少？ || 您可在‘信用卡-额度管理’页面查看当前额度与用途要求；如有疑问，请联系人工咨询。
我想知道我的信用卡额度是否已经提升?,请在 '信用卡-额度管理' 页面查看最新的额度，结果以系统显示为准；如需临时额度，请按页面指引申请并留意到期恢复。,synthetic,synthetic,我想知道我的信用卡额度是否已经提升? || 请在 '信用卡-额度管理' 页面查看最新的额度，结果以系统显示为准；如需临时额度，请按页面指引申请并留意到期恢复。
我想知道我的信用卡额度是多少?,请在 '信用卡-额度管理' 页面查看当前额度，结果以系统显示为准。,synthetic,synthetic,我想知道我的信用卡额度是多少? || 请在 '信用卡-额度管理' 页面查看当前额度，结果以系统显示为准。
我想知道我的信用卡额度是多少？,您可以在 'XX银行App-账户管理' 页面查看当前额度，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的信用卡额度是多少？ || 您可以在 'XX银行App-账户管理' 页面查看当前额度，或者通过电话热线 955xx 咨询工作人员
我想知道我的信用卡额度有多少?,您可以在‘XX银行App-额度管理’页面查看当前额度，或联系人工客服咨询,synthetic,synthetic,我想知道我的信用卡额度有多少? || 您可以在‘XX银行App-额度管理’页面查看当前额度，或联系人工客服咨询
我想知道我的信用卡额度有多少？,您可以在‘信用卡-额度管理’页面中查询或提交申请，以便系统评估，结果以系统显示为准。,synthetic,synthetic,我想知道我的信用卡额度有多少？ || 您可以在‘信用卡-额度管理’页面中查询或提交申请，以便系统评估，结果以系统显示为准。
我想知道我的信用卡额度有多高？,您可以在 '信用卡-额度管理' 页面中查看您的当前额度以及历史记录。,synthetic,synthetic,我想知道我的信用卡额度有多高？ || 您可以在 '信用卡-额度管理' 页面中查看您的当前额度以及历史记录。
我想知道我的信用卡额度的最高限额?,您可以在'信用卡-额度管理'页面查看您的当前额度，系统会根据您的使用习惯和还款记录进行调整。如果您需要提高额度，请提交申请，由系统评估并给出建议。,synthetic,synthetic,我想知道我的信用卡额度的最高限额? || 您可以在'信用卡-额度管理'页面查看您的当前额度，系统会根据您的使用习惯和还款记录进行调整。如果您需要提高额度，请提交申请，由系统评估并给出建议。
我想知道我的储蓄利率是多少？,储蓄利率可能随时点政策与产品而变动，请以网点公告或 App‘储蓄-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。,synthetic,synthetic,我想知道我的储蓄利率是多少？ || 储蓄利率可能随时点政策与产品而变动，请以网点公告或 App‘储蓄-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。
我想知道我的卡上个月消费多少?,为保护隐私，我们无法直接查看您的账务。请在‘XX银行App-账单/明细’按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想知道我的卡上个月消费多少? || 为保护隐私，我们无法直接查看您的账务。请在‘XX银行App-账单/明细’按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。
我想知道我的卡上什么时候有消费记录？,为保护您的隐私，我们不会查看您的具体消费明细。请在 ‘XX银行App-账单/明细’自行查询，或导出对账单；如需发票或凭证，请在明细页申请。,synthetic,synthetic,我想知道我的卡上什么时候有消费记录？ || 为保护您的隐私，我们不会查看您的具体消费明细。请在 ‘XX银行App-账单/明细’自行查询，或导出对账单；如需发票或凭证，请在明细页申请。
我想知道我的卡上有多少积分?,您可以在‘我的-积分管理’页面查看您的积分余额和历史记录。如需兑换或提问，请联系人工客服。,synthetic,synthetic,我想知道我的卡上有多少积分? || 您可以在‘我的-积分管理’页面查看您的积分余额和历史记录。如需兑换或提问，请联系人工客服。
我想知道我的卡上有多少钱,"为保护隐私，我们无法直接查看您的账务。请在""XX银行App-账单/明细""按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。",synthetic,synthetic,"我想知道我的卡上有多少钱 || 为保护隐私，我们无法直接查看您的账务。请在""XX银行App-账单/明细""按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。"
我想知道我的卡账户余额是多少?,您可以在'XX银行App-账户管理'页面查阅您的账户信息，或拨打955xx客服电话咨询。,synthetic,synthetic,我想知道我的卡账户余额是多少? || 您可以在'XX银行App-账户管理'页面查阅您的账户信息，或拨打955xx客服电话咨询。
我想知道我的卡账户的剩余额度是多少?,您可以通过登录XXX银行app或网点询问客服来查询您的卡账户剩余额度。,synthetic,synthetic,我想知道我的卡账户的剩余额度是多少? || 您可以通过登录XXX银行app或网点询问客服来查询您的卡账户剩余额度。
我想知道我的存款利率是多少?,请在网点公告或 App '存款-产品详情-利率说明' 页面查看当前存款利率。,synthetic,synthetic,我想知道我的存款利率是多少? || 请在网点公告或 App '存款-产品详情-利率说明' 页面查看当前存款利率。
我想知道我的存款利率是多少？,您可以在 'XX银行App-产品详情' 页面查看当前存款利率，或通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的存款利率是多少？ || 您可以在 'XX银行App-产品详情' 页面查看当前存款利率，或通过电话热线 955xx 咨询工作人员
我想知道我的存款利率有多少？,存款利率可能随时点政策与产品而变动，请以网点公告或 App‘存款-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。,synthetic,synthetic,我想知道我的存款利率有多少？ || 存款利率可能随时点政策与产品而变动，请以网点公告或 App‘存款-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。
我想知道我的账户余额?,您可以在 'XX银行App-账户管理' 页面查看当前账户余额，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的账户余额? || 您可以在 'XX银行App-账户管理' 页面查看当前账户余额，或者通过电话热线 955xx 咨询工作人员
我想知道我的账户余额如何查询?,您可以在我们的app中选择‘我的’功能，查看您的账户余额和历史记录。如需疑问，请联系人工客服。,synthetic,synthetic,我想知道我的账户余额如何查询? || 您可以在我们的app中选择‘我的’功能，查看您的账户余额和历史记录。如需疑问，请联系人工客服。
我想知道我的账户余额是多少?,请在 'XX银行App-账单/明细' 页面按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想知道我的账户余额是多少? || 请在 'XX银行App-账单/明细' 页面按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。
我想知道我的账户余额是多少？,请在 'XX银行App-账单/明细' 页面按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想知道我的账户余额是多少？ || 请在 'XX银行App-账单/明细' 页面按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。
我想知道我的账户有没有被冻结?,您的账户可能因非正常交易或身份验证失败而被暂停使用。请在‘XX银行App-安全中心’查看原因并按照提示进行解锁；如仍未能成功，请联系人工客服协助处理,synthetic,synthetic,我想知道我的账户有没有被冻结? || 您的账户可能因非正常交易或身份验证失败而被暂停使用。请在‘XX银行App-安全中心’查看原因并按照提示进行解锁；如仍未能成功，请联系人工客服协助处理
我想知道我的贷款余额是多少?,您可以在 '贷款-账户明细' 页面查看您的当前余额，或拨打 955xx 热线咨询。,synthetic,synthetic,我想知道我的贷款余额是多少? || 您可以在 '贷款-账户明细' 页面查看您的当前余额，或拨打 955xx 热线咨询。
我想知道我的贷款利率是多少？,贷款利率可能随时点政策与产品而变动，请以网点公告或 App '贷款-产品详情-利率说明' 为准。若需大额贷款或专项产品，请咨询人工了解当前政策。,synthetic,synthetic,我想知道我的贷款利率是多少？ || 贷款利率可能随时点政策与产品而变动，请以网点公告或 App '贷款-产品详情-利率说明' 为准。若需大额贷款或专项产品，请咨询人工了解当前政策。
我想知道我的银行卡上个月消费金额是多少?,为保护您的隐私，我们无法直接查看您的账务。请在‘XX银行App-账单/明细’按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想知道我的银行卡上个月消费金额是多少? || 为保护您的隐私，我们无法直接查看您的账务。请在‘XX银行App-账单/明细’按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。
我想知道我的银行卡上个月的消费金额?,"为保护您的隐私，我们无法直接查看您的账务。请在""XX银行App-账单/明细""按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。",synthetic,synthetic,"我想知道我的银行卡上个月的消费金额? || 为保护您的隐私，我们无法直接查看您的账务。请在""XX银行App-账单/明细""按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。"
我想知道我的银行卡余额?,您可以在'XX银行App-账单/明细'中查询您的当前余额，或者通过电话与客服核实。,synthetic,synthetic,我想知道我的银行卡余额? || 您可以在'XX银行App-账单/明细'中查询您的当前余额，或者通过电话与客服核实。
我想知道我的银行卡余额多少?,为保护您的隐私，我们无法直接查看您的账务。请在‘XX银行App-账单/明细’按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想知道我的银行卡余额多少? || 为保护您的隐私，我们无法直接查看您的账务。请在‘XX银行App-账单/明细’按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。
我想知道我的银行卡余额是多少?,您可以在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡余额是多少? || 您可以在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。
我想知道我的银行卡余额是多少？,请在 'XX银行App-账户管理' 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡余额是多少？ || 请在 'XX银行App-账户管理' 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡可以开通信用卡吗?,您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡可以开通信用卡吗? || 您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡可以用多少金额?,您可在'XX银行App-账户管理'页面查看当前可用额度，或者拨打955xx客服电话咨询。,synthetic,synthetic,我想知道我的银行卡可以用多少金额? || 您可在'XX银行App-账户管理'页面查看当前可用额度，或者拨打955xx客服电话咨询。
我想知道我的银行卡可以绑定多少个信用卡?,每张银行卡限绑 5 张信用卡，每次转入一张会覆盖原有绑定。请在 '我的-账户管理' 页面查看您的当前绑定信息，结果以系统显示为准。,synthetic,synthetic,我想知道我的银行卡可以绑定多少个信用卡? || 每张银行卡限绑 5 张信用卡，每次转入一张会覆盖原有绑定。请在 '我的-账户管理' 页面查看您的当前绑定信息，结果以系统显示为准。
我想知道我的银行卡可用额度?,您可以在'XX银行App-账户管理'页面查看当前可用额度，或者拨打955xx客服电话咨询。,synthetic,synthetic,我想知道我的银行卡可用额度? || 您可以在'XX银行App-账户管理'页面查看当前可用额度，或者拨打955xx客服电话咨询。
我想知道我的银行卡可用额度和信用卡余额?,您可以在'XX银行App-账户管理'页面查看当前可用额度和信用卡余额，或拨打955xx客服电话咨询。,synthetic,synthetic,我想知道我的银行卡可用额度和信用卡余额? || 您可以在'XX银行App-账户管理'页面查看当前可用额度和信用卡余额，或拨打955xx客服电话咨询。
我想知道我的银行卡可用额度和信用卡余额？,您可以在'XX银行App-账户管理'页面查看当前可用额度和信用卡余额，或拨打955xx客服电话咨询。,synthetic,synthetic,我想知道我的银行卡可用额度和信用卡余额？ || 您可以在'XX银行App-账户管理'页面查看当前可用额度和信用卡余额，或拨打955xx客服电话咨询。
我想知道我的银行卡号是什么?,请在 '我的-账户管理' 页面查看当前银行卡号，结果以系统显示为准。,synthetic,synthetic,我想知道我的银行卡号是什么? || 请在 '我的-账户管理' 页面查看当前银行卡号，结果以系统显示为准。
我想知道我的银行卡在哪里?,您可以在'XX银行App-账户管理'页面查看您的银行卡信息；如需查询具体地址，请联系人工协助处理。,synthetic,synthetic,我想知道我的银行卡在哪里? || 您可以在'XX银行App-账户管理'页面查看您的银行卡信息；如需查询具体地址，请联系人工协助处理。
我想知道我的银行卡在过去的三个月内的消费记录?,您可以登录银行app或网站，进入账单/明细页面查阅您的历史账务，按月份查询，或导出对账单。如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想知道我的银行卡在过去的三个月内的消费记录? || 您可以登录银行app或网站，进入账单/明细页面查阅您的历史账务，按月份查询，或导出对账单。如需发票/凭证，可在明细页申请。
我想知道我的银行卡是否可以用于海外购汇?,请在 'XX银行App-外汇' 页面查看您的账户信息，了解您的卡是否支持海外购汇,synthetic,synthetic,我想知道我的银行卡是否可以用于海外购汇? || 请在 'XX银行App-外汇' 页面查看您的账户信息，了解您的卡是否支持海外购汇
我想知道我的银行卡是否有额外的费率?,您可以在 'XX银行App-账户管理' 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡是否有额外的费率? || 您可以在 'XX银行App-账户管理' 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡是否有额度限制?,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我想知道我的银行卡是否有额度限制? || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我想知道我的银行卡是否有额度限制？,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我想知道我的银行卡是否有额度限制？ || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我想知道我的银行卡是否被盗刷?,如果您发现账户异常，请直接致电热线选择对应按键并按照提示操作；如非紧急事项，您可以通过‘XX银行App-账户管理’页面查看当前账务记录或咨询人工协助处理,synthetic,synthetic,我想知道我的银行卡是否被盗刷? || 如果您发现账户异常，请直接致电热线选择对应按键并按照提示操作；如非紧急事项，您可以通过‘XX银行App-账户管理’页面查看当前账务记录或咨询人工协助处理
我想知道我的银行卡有哪些服务费用？,您可以在 '我的-费用与权益' 页面查看当前收费项目和退订方式，必要时联系人工核实账期与条件。,synthetic,synthetic,我想知道我的银行卡有哪些服务费用？ || 您可以在 '我的-费用与权益' 页面查看当前收费项目和退订方式，必要时联系人工核实账期与条件。
我想知道我的银行卡有效期?,请在 'XX银行App-账户管理' 页面查看当前有效期，或拨打 955xx 客服电话咨询。,synthetic,synthetic,我想知道我的银行卡有效期? || 请在 'XX银行App-账户管理' 页面查看当前有效期，或拨打 955xx 客服电话咨询。
我想知道我的银行卡有没有限制?,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我想知道我的银行卡有没有限制? || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我想知道我的银行卡的余额?,您可以在'XX银行App-账户管理-账户信息'页面查看您的银行卡余额，结果以系统显示为准。,synthetic,synthetic,我想知道我的银行卡的余额? || 您可以在'XX银行App-账户管理-账户信息'页面查看您的银行卡余额，结果以系统显示为准。
我想知道我的银行卡的余额是多少?,请在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡的余额是多少? || 请在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。
我想知道我的银行卡的余额是多少？,请在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡的余额是多少？ || 请在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。
我想知道我的银行卡的利率是多少?,您可以在 'XX银行App-产品详情' 页面查看当前存款利率，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡的利率是多少? || 您可以在 'XX银行App-产品详情' 页面查看当前存款利率，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡的可用额度是多少?,您可以在'账户管理-额度管理'页面查看您的当前可用额度，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡的可用额度是多少? || 您可以在'账户管理-额度管理'页面查看您的当前可用额度，或拨打955xx热线咨询。
我想知道我的银行卡的有效期是多少?,您可以在 'XX银行App-账户管理' 页面查看您的银行卡信息，包括有效期限,synthetic,synthetic,我想知道我的银行卡的有效期是多少? || 您可以在 'XX银行App-账户管理' 页面查看您的银行卡信息，包括有效期限
我想知道我的银行卡的有效期限?,请在 '账户管理-账户信息' 页面查看您的银行卡有效期，结果以系统显示为准。,synthetic,synthetic,我想知道我的银行卡的有效期限? || 请在 '账户管理-账户信息' 页面查看您的银行卡有效期，结果以系统显示为准。
我想知道我的银行卡的消费记录是怎么样的？,您可以在'XX银行App-账户管理'页面查看您的当前消费明细，或者拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡的消费记录是怎么样的？ || 您可以在'XX银行App-账户管理'页面查看您的当前消费明细，或者拨打955xx热线咨询。
我想知道我的银行卡的额度,请在'XX银行App-账户管理-账户信息'中查看您的当前额度，或者拨打955xx咨询人工客服。,synthetic,synthetic,我想知道我的银行卡的额度 || 请在'XX银行App-账户管理-账户信息'中查看您的当前额度，或者拨打955xx咨询人工客服。
我想知道我的银行卡的额度?,您可以在'XX银行App-账户管理-额度信息'页面查看您的银行卡额度，结果以系统显示为准。,synthetic,synthetic,我想知道我的银行卡的额度? || 您可以在'XX银行App-账户管理-额度信息'页面查看您的银行卡额度，结果以系统显示为准。
我想知道我的银行卡的额度剩余多少?,您可在‘信用卡-额度管理’页面查看当前额度与用途要求；如有疑问，请联系人工咨询。,synthetic,synthetic,我想知道我的银行卡的额度剩余多少? || 您可在‘信用卡-额度管理’页面查看当前额度与用途要求；如有疑问，请联系人工咨询。
我想知道我的银行卡的额度剩余多少？,您可在‘账户管理-额度管理’页面查看您的当前额度，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡的额度剩余多少？ || 您可在‘账户管理-额度管理’页面查看您的当前额度，或拨打955xx热线咨询。
我想知道我的银行卡的额度限制是多少？,您可以在‘我的-账户管理-额度管理’页面查看当前额度与申请调整方式。,synthetic,synthetic,我想知道我的银行卡的额度限制是多少？ || 您可以在‘我的-账户管理-额度管理’页面查看当前额度与申请调整方式。
我想知道我的银行卡绑定了哪些账户?,您可以在'XX银行App-账户管理'页面查看您的当前绑定信息，或拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡绑定了哪些账户? || 您可以在'XX银行App-账户管理'页面查看您的当前绑定信息，或拨打955xx热线咨询。
我想知道我的银行卡绑定手机是多少?,请在‘XX银行App-账户管理’页面查看当前绑定手机号，或者前往网点核实,synthetic,synthetic,我想知道我的银行卡绑定手机是多少? || 请在‘XX银行App-账户管理’页面查看当前绑定手机号，或者前往网点核实
我想知道我的银行卡能否办理信用卡?,您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡能否办理信用卡? || 您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡能否办理理财业务?,您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡能否办理理财业务? || 您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡能否办理网贷?,您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想知道我的银行卡能否办理网贷? || 您可以在 'XX银行App-账户管理' 页面查看当前额度与风险评估结果，或者通过电话热线 955xx 咨询工作人员
我想知道我的银行卡账单周期是多少?,请在'XX银行App-账单/明细'页面查看您的当前账单周期，或者可以拨打955xx热线咨询。,synthetic,synthetic,我想知道我的银行卡账单周期是多少? || 请在'XX银行App-账单/明细'页面查看您的当前账单周期，或者可以拨打955xx热线咨询。
